geoid,doc,dentist,pop
17031820104,3,6,4165
17031820201,6,8,7827
17031820202,1,2,3536
17031820300,1,1,5353
17031820400,4,0,5701
17031820501,0,0,6115
17031820502,2,2,5150
17031820603,0,3,5254
17031820604,0,0,3839
17031820605,0,0,4604
17031820606,4,1,3650
17031820700,2,3,6786
17031820800,1,0,3626
17031820901,0,4,5686
17031820902,1,2,5017
17031821001,0,3,5233
17031821002,2,0,5593
17031821101,1,2,4784
17031821102,11,3,4047
17031821200,20,3,6003
17031821300,0,0,5519
17031821401,2,1,3338
17031821402,0,1,3587
17031821500,0,0,2341
17031821600,9,0,4393
17031821700,11,5,4889
17031821800,43,6,5337
17031821900,0,3,5233
17031822000,8,2,4349
17031822101,5,1,4480
17031822102,80,9,4414
17031822200,0,0,3703
17031822301,0,0,3836
17031822302,5,7,4484
17031822400,2,8,6226
17031822500,19,5,4455
17031822601,0,3,4470
17031822602,1,1,7061
17031822701,0,0,4181
17031822702,9,15,3745
17031822801,4,10,3345
17031822802,0,1,3616
17031822900,7,1,2042
17031823001,10,4,6450
17031823002,0,2,6077
17031823101,4,1,4412
17031823102,0,1,3641
17031823200,2,1,4877
17031823302,1,1,5794
17031823303,1,2,4519
17031823304,4,1,5927
17031823400,3,0,5052
17031823500,1,4,4545
17031823602,2,2,6267
17031823603,2,0,2702
17031823604,5,10,3578
17031823605,5,4,4547
17031823702,4,7,6650
17031823703,1,9,7940
17031823704,0,0,4020
17031823705,1,3,4618
17031823801,5,5,5716
17031823803,5,3,6760
17031823805,0,4,2953
17031823806,4,6,3716
17031823901,8,3,3519
17031823903,22,18,4707
17031823904,9,9,4016
17031824003,4,4,6336
17031824004,0,4,5371
17031824005,2,2,5539
17031824006,0,1,3867
17031824105,0,0,6845
17031824106,2,9,7063
17031824107,3,3,6493
17031824108,0,0,8063
17031824113,1,4,6562
17031824114,5,3,4709
17031824115,20,19,3920
17031824116,21,17,4718
17031824117,5,3,9868
17031824119,1,1,5675
17031824120,46,13,8680
17031824121,0,0,3174
17031824122,3,2,6423
17031824123,1,8,7756
17031824300,0,0,4814
17031824400,2,2,2317
17031824503,0,4,6740
17031824505,5,7,6869
17031824506,0,2,7617
17031824507,13,4,4214
17031824601,0,2,4394
17031824602,0,4,6545
17031824701,1,1,3962
17031824702,0,0,5607
17031824800,2,0,7756
17031824900,2,0,3079
17031825000,23,2,5103
17031825200,3,0,2009
17031825302,0,0,6277
17031825303,1,6,3872
17031825304,5,4,4056
17031825400,5,8,5419
17031825501,0,0,5583
17031825503,6,4,6608
17031825504,18,5,3734
17031825505,1,0,5525
17031825600,1,0,5627
17031825700,0,0,4206
17031825801,0,1,3550
17031825802,3,0,5850
17031825803,3,1,5811
17031825900,0,0,3374
17031826000,1,0,3334
17031826100,0,2,6414
17031826201,1,2,3596
17031826202,0,3,5873
17031826301,1,3,3956
17031826303,3,1,4162
17031826304,0,0,3203
17031826401,0,0,4072
17031826402,0,3,5132
17031826500,0,0,5936
17031826600,0,5,5540
17031826700,0,0,5569
17031826800,0,0,5436
17031826901,0,0,1894
17031826902,0,0,1643
17031827000,0,0,3624
17031827100,0,0,2716
17031827200,12,1,4140
17031827300,0,0,2947
17031827400,17,2,4298
17031827500,1,0,5382
17031827600,0,0,3463
17031827700,0,1,2902
17031827801,4,5,4998
17031827802,1,5,3385
17031827804,0,0,3308
17031827805,0,1,2866
17031827901,10,0,2605
17031827902,0,0,4524
17031828000,0,0,5147
17031828100,2,5,4844
17031828201,0,0,4290
17031828202,1,1,4585
17031828300,0,0,3264
17031828401,0,12,3644
17031828402,0,1,3843
17031828503,1,1,4627
17031828504,0,0,5977
17031828505,0,5,6428
17031828506,0,0,8544
17031828601,1,2,4187
17031828602,0,0,4562
17031828701,1,2,4071
17031828702,0,0,4916
17031828801,14,7,4969
17031828802,0,1,3038
17031828900,11,4,3920
17031829000,1,0,1327
17031829100,0,1,4144
17031829200,1,6,5951
17031829301,0,1,3982
17031829302,0,9,3982
17031829401,0,0,1394
17031829402,0,0,3346
17031829500,0,2,4146
17031829600,0,1,3062
17031829700,5,1,4349
17031829800,3,7,6820
17031829901,0,1,8744
17031829902,13,12,6343
17031830001,0,0,2105
17031830003,8,1,7985
17031830004,3,2,7233
17031830005,34,10,3957
17031830006,2,1,2487
17031830007,0,3,5039
17031830008,0,0,4537
17031830100,0,0,3356
17031830201,0,3,5351
17031830202,3,0,3569
17031830300,0,2,4748
17031830400,1,0,4453
17031830500,1,3,4660
17031830600,2,4,5005
17031830700,4,3,4247
17031830800,25,3,2391
17031830900,2,3,2877
17031831000,0,1,2138
17031831100,1,1,7453
17031831200,1,0,5021
17031831300,0,0,1280
17031831400,5,1,2964
17031831500,0,3,4079
17031831600,9,2,7270
17031831700,12,0,2075
17031831800,0,1,6322
17031831900,1,3,2717
17031832000,0,0,1798
17031832100,0,2,3297
17031832200,3,1,2940
17031832300,0,2,1870
17031832400,0,0,3181
17031832500,3,4,3606
17031832600,0,2,3727
17031832900,0,1,2212
17031833000,3,1,2768
17031833100,2,5,6895
17031833300,5,2,2278
17031833900,0,1,2714
17031834000,0,0,3632
17031834200,22,1,4944
17031834300,0,3,6570
17031834400,2,0,3772
17031834500,0,0,1475
17031834600,0,0,3778
17031834700,0,1,2078
17031834800,3,2,1953
17031834900,0,1,2272
17031835000,0,0,5778
17031835100,0,0,5369
17031835200,3,4,2060
17031835500,0,0,1677
17031835600,5,2,1199
17031835700,0,0,0
17031835800,0,0,1576
17031835900,0,0,3271
17031836000,0,0,2177
17031836100,0,1,1761
17031836200,94,1,1529
17031836300,11,1,1288
17031836400,3,1,2979
17031836500,0,0,1496
17031836600,1,1,2997
17031836700,6,0,2397
17031836800,0,0,2661
17031836900,0,0,1442
17031837000,1,0,2085
17031837100,0,0,1819
17031837300,0,0,2483
17031837400,1,0,2279
17031837800,10,6,2796
17031838000,1,0,2561
17031838100,114,8,1713
17031838200,217,27,1578
17031838300,1,0,1631
17031838600,0,0,1598
17031838700,1,1,4484
17031838800,0,1,3233
17031839000,0,5,7311
17031839100,37,25,4350
17031839200,8,0,2545
17031839500,1,0,1545
17031839600,3,1,1952
17031839700,1,3,4326
17031839800,0,2,2730
17031839900,3,0,4080
17031840000,0,0,2695
17031840100,0,3,2935
17031840200,0,0,2338
17031840300,1,0,3950
17031840400,4,2,3326
17031840700,16,1,4249
17031840800,4,0,3716
17031841000,75,0,849
17031841100,8,9,7254
17031841200,0,0,5262
17031841300,4,3,4463
17031841400,0,0,1559
17031841500,0,0,2962
17031841600,0,0,1166
17031841700,0,0,1442
17031841800,0,0,2505
17031841900,4,2,4865
17031842000,3,0,2744
17031842100,0,0,6731
17031842200,46,7,2603
17031842300,6,2,3244
17031842400,0,0,3304
17031842500,0,1,2451
17031842600,2,0,4133
17031842800,3,0,7498
17031842900,4,0,2341
17031843000,6,2,2378
17031843100,0,0,1892
17031843200,14,1,2780
17031843300,35,1,1228
17031843400,0,0,1451
17031843500,13,1,11309
17031843600,2,3,2807
17031843700,0,0,2117
17031843800,0,0,2110
17031843900,6,0,3533
17031980000,0,2,0
17031980100,0,0,0
17031990000,0,0,0
17033880100,0,0,2871
17033880200,0,0,3568
17033880300,9,5,3453
17033880400,1,2,3161
17033880500,1,0,3728
17033880600,0,0,3036
17035972400,0,1,3190
17035972500,0,0,3340
17035972600,1,0,4518
17037000100,2,2,6712
17037000200,0,1,5013
17037000300,0,0,2680
17037000400,4,3,8622
17037000500,12,1,4043
17037000600,0,2,6030
17037000700,2,4,3833
17037000800,13,10,6836
17037000900,0,1,5113
17037001001,0,0,7025
17037001002,0,0,5782
17037001300,2,2,5517
17037001400,0,0,6451
17037001500,1,0,3807
17037001600,0,1,4409
17037001700,4,2,3454
17037001800,2,0,4002
17037001900,0,1,2431
17037002000,4,0,4956
17037002100,7,4,2428
17037002200,0,0,6016
17039971400,1,0,2731
17039971500,0,0,2853
17039971600,0,2,3753
17039971700,7,1,3511
17039971800,0,1,3713
17041952000,0,0,2345
17041952100,0,2,4081
17041952200,2,4,4497
17041952300,0,1,5559
17041952400,1,0,3498
17043840000,2,0,2999
17043840101,6,12,5870
17043840102,0,1,4639
17043840103,0,0,6446
17043840104,5,1,6327
17043840201,2,8,5836
17043840202,0,3,5260
17043840303,7,4,3719
17043840304,4,1,3777
17043840600,11,4,4813
17043840703,0,2,3898
17043840704,0,1,3258
17043840705,0,1,3837
17043840706,1,1,3307
17043840801,1,0,2382
17043840802,2,3,5848
17043840901,0,0,3532
17043840904,0,1,4251
17043840906,0,0,2928
17043840907,16,3,4835
17043840908,2,0,4381
17043840910,2,1,5217
17043840911,0,2,3115
17043841002,0,0,3207
17043841003,0,3,3432
17043841004,0,5,3355
17043841102,8,1,5936
17043841103,5,5,3906
17043841104,0,2,4469
17043841108,5,3,4429
17043841109,0,1,3980
17043841110,0,10,3517
17043841111,3,6,3636
17043841112,0,0,3124
17043841113,6,8,3760
17043841114,23,3,4196
17043841204,0,0,6193
17043841205,2,2,4776
17043841206,0,3,5345
17043841207,0,0,3068
17043841208,0,0,5234
17043841209,0,1,3945
17043841210,0,4,4132
17043841307,0,0,6172
17043841308,4,0,4318
17043841310,0,2,3683
17043841312,0,0,3931
17043841313,0,0,2789
17043841314,0,0,6549
17043841315,0,0,3405
17043841316,11,6,3663
17043841318,0,0,2884
17043841320,0,0,2704
17043841321,0,0,2510
17043841322,0,0,4478
17043841323,0,0,3032
17043841324,0,0,2839
17043841325,0,3,5831
17043841326,1,2,3351
17043841327,0,1,4443
17043841401,1,0,6649
17043841403,30,8,3943
17043841404,5,2,3192
17043841501,1,0,6023
17043841503,4,1,3923
17043841504,8,4,3294
17043841603,2,8,4530
17043841604,2,3,4055
17043841605,0,0,3818
17043841606,0,1,2061
17043841607,0,0,4751
17043841703,14,5,7157
17043841704,2,4,4600
17043841705,0,3,5540
17043841706,0,0,4113
17043841801,9,5,5069
17043841802,3,0,5078
17043841901,3,1,2443
17043841902,2,1,4147
17043842000,0,1,4311
17043842100,0,5,5922
17043842200,53,19,4510
17043842300,0,0,3487
17043842400,0,13,5054
17043842500,1,18,3081
17043842601,19,3,4152
17043842602,5,1,4315
17043842603,1,3,4590
17043842604,14,2,4255
17043842605,0,2,4134
17043842702,11,3,4598
17043842703,1,3,4055
17043842704,0,0,5095
17043842706,0,6,4561
17043842708,3,0,2566
17043842709,1,5,3654
17043842710,0,1,3684
17043842711,0,2,2890
17043842800,4,1,4503
17043842900,28,20,5370
17043843000,5,2,4168
17043843100,1,3,3777
17043843200,0,1,5411
17043843301,0,1,4049
17043843302,0,0,3014
17043843400,0,1,3474
17043843500,14,8,5370
17043843601,0,1,3482
17043843602,0,0,3225
17043843700,4,4,4410
17043843800,9,1,3484
17043843900,0,4,4105
17043844001,0,5,3602
17043844002,0,8,4268
17043844100,1,0,3979
17043844201,2,8,5838
17043844202,0,0,2649
17043844301,20,8,6284
17043844304,1,0,3812
17043844305,2,5,3871
17043844306,5,4,5350
17043844307,0,1,3386
17043844401,5,7,3442
17043844402,25,2,4711
17043844501,6,5,2999
17043844502,3,0,3153
17043844601,41,19,3764
17043844602,16,6,4499
17043844701,1,5,4253
17043844702,46,15,5609
17043844801,4,4,4203
17043844802,7,3,3218
17043844901,1,9,3253
17043844902,6,3,4133
17043845000,6,5,5254
17043845100,3,4,6345
17043845200,5,5,4854
17043845300,32,16,3328
17043845401,1,2,3179
17043845402,1,3,2960
17043845502,2,5,4963
17043845505,0,0,4507
17043845506,2,6,3854
17043845507,0,0,3519
17043845508,1,2,3508
17043845509,1,2,3452
17043845510,0,1,3254
17043845601,3,1,4434
17043845602,0,3,4734
17043845701,0,1,3915
17043845702,0,3,4791
17043845703,3,2,4772
17043845704,6,9,4754
17043845802,0,1,3668
17043845803,2,1,5427
17043845805,0,2,3861
17043845807,9,8,6197
17043845808,0,1,3873
17043845809,1,2,3942
17043845810,7,6,4161
17043845811,0,1,3838
17043845901,5,1,3371
17043845902,21,13,3411
17043846002,0,4,4074
17043846003,1,6,4280
17043846004,1,4,3415
17043846102,1,2,4397
17043846103,0,1,5490
17043846104,7,7,4452
17043846105,7,7,3351
17043846106,3,1,3636
17043846201,5,2,5853
17043846202,3,2,5985
17043846203,0,4,4254
17043846205,10,5,3653
17043846206,0,5,4189
17043846207,0,0,5455
17043846208,0,1,3287
17043846209,5,2,3689
17043846304,1,1,6239
17043846305,5,4,5802
17043846307,6,7,4785
17043846308,7,3,3345
17043846310,0,2,4539
17043846311,0,0,5368
17043846312,1,3,4330
17043846313,2,6,4869
17043846314,0,1,3216
17043846315,0,0,4315
17043846404,0,15,5931
17043846405,2,1,3716
17043846408,0,1,4156
17043846409,9,0,4517
17043846410,0,2,4886
17043846411,1,0,3956
17043846412,15,2,4725
17043846413,1,0,3660
17043846504,38,22,6270
17043846507,0,0,2823
17043846509,0,1,4343
17043846510,12,4,3179
17043846511,3,0,6485
17043846513,0,2,2843
17043846514,1,2,4139
17043846515,3,9,5407
17043846517,0,8,6065
17043846518,17,2,3932
17043846519,0,0,3083
17043846521,0,5,5240
17043846522,22,6,3343
17043846523,0,0,2651
17043846524,5,0,4669
17043846603,0,2,4261
17043846604,2,3,3846
17043846701,1,7,4163
17043846702,0,0,4126
17045070100,1,0,2701
17045070200,0,0,1991
17045070300,0,1,4293
17045070400,7,2,5541
17045070500,0,0,4050
17047956900,0,0,2409
17047957000,1,1,2176
17047957100,1,2,2136
17049950100,1,1,3767
17049950200,0,1,4977
17049950300,3,2,4210
17049950400,0,0,3867
17049950500,0,0,4272
17049950600,1,3,5325
17049950700,14,2,3592
17049950800,4,5,4232
17051950500,0,0,2869
17051950600,0,0,2542
17051950700,0,0,4321
17051950800,3,7,5138
17051950900,0,0,2089
17051951000,0,0,2250
17051951100,0,0,2931
17053961600,0,0,1992
17053961700,0,0,2236
17053961800,4,3,4448
17053961900,0,0,1762
17053962000,10,2,3643
17055040100,0,2,3047
17055040200,0,0,3237
17055040300,0,0,2774
17055040400,1,0,3994
17055040500,10,2,3187
17055040600,0,3,2673
17055040700,0,1,4426
17055040800,0,0,3428
17055040900,3,3,2738
17055041000,0,1,2744
17055041100,0,1,3563
17055041200,0,1,3750
17057952800,2,0,2717
17057952900,1,0,3243
17057953000,0,2,2348
17057953100,0,0,2556
17057953200,0,0,2847
17057953300,2,4,3421
17057953400,7,0,2042
17057953500,5,1,5008
17057953600,0,0,4691
17057953700,0,0,2505
17057953800,0,1,2784
17057953900,0,0,2907
17059972700,0,0,2487
17059972800,0,0,3102
17061973600,1,1,3812
17061973700,3,0,1828
17061973800,0,0,2134
17061973900,0,1,2541
17061974000,2,2,3571
17063000102,2,1,7415
17063000103,0,0,6121
17063000200,3,3,6648
17063000300,1,1,3338
17063000400,14,6,5473
17063000500,0,0,2878
17063000600,0,0,2917
17063000700,2,0,6056
17063000800,2,1,5334
17063000900,1,1,3883
17065973100,2,1,3208
17065973200,0,0,2465
17065973300,0,0,2784
17067953700,0,1,2268
17067953800,2,2,2720
17067953900,0,0,1993
17067954000,1,0,2544
17067954100,1,1,3398
17067954200,0,0,2460
17067954300,2,1,3721
17069970900,2,0,2330
17069971000,0,0,1990
17071973300,0,1,2483
17071973400,0,1,1900
17071973500,1,0,2948
17073030100,0,1,5929
17073030201,3,0,4496
17073030202,1,0,3987
17073030203,0,0,4311
17073030300,7,7,7146
17073030400,0,0,2592
17073030500,1,1,2405
17073030600,1,0,2879
17073030800,0,0,3713
17073030900,1,1,3678
17073031000,3,2,3609
17073031100,0,1,2727
17073031200,1,0,3014
17075950100,0,1,2940
17075950200,2,1,3926
17075950300,0,1,3443
17075950400,1,2,3772
17075950500,6,0,4144
17075950600,2,1,3578
17075950700,0,0,2954
17075950800,0,1,2521
17075950900,1,0,2440
17077010100,0,0,3539
17077010200,0,0,4162
17077010300,0,0,3115
17077010400,6,2,4627
17077010600,0,0,5774
17077010700,8,3,3400
17077010800,25,2,3910
17077010900,6,1,2364
17077011000,10,4,6121
17077011100,0,2,3177
17077011200,12,6,5256
17077011400,0,1,3840
17077011600,1,2,3912
17077011700,0,2,7021
17079977300,0,0,2799
17079977400,3,1,2896
17079977500,1,1,4003
17081050100,0,0,4181
17081050200,0,0,3120
17081050300,0,0,4389
17081050400,0,0,5509
17081050500,19,6,3703
17081050600,9,7,3022
17081050700,2,1,3898
17081050800,0,0,4231
17081050900,0,0,2624
17081051000,2,1,1446
17081051100,0,0,2704
17083010100,0,3,5150
17083010200,0,0,3494
17083010300,0,1,4173
17083010401,7,5,6363
17083010402,0,0,2172
17083010500,0,0,1633
17085020100,1,2,4419
17085020200,1,1,5119
17085020300,7,3,4944
17085020401,0,0,1850
17085020402,4,0,3102
17085020500,0,1,3244
17087977600,1,0,4447
17087977700,1,1,2979
17087977800,1,2,3618
17087980000,1,0,1538
17089850101,0,0,6768
17089850103,3,2,5542
17089850105,2,4,6904
17089850106,0,2,7835
17089850201,0,0,4101
17089850202,0,1,6977
17089850301,0,4,7902
17089850302,0,0,4969
17089850400,8,3,2305
17089850500,0,2,3603
17089850600,1,6,7261
17089850701,3,1,18585
17089850702,2,2,13599
17089850703,0,0,2278
17089850800,12,2,7184
17089851000,0,1,6360
17089851101,0,1,4465
17089851102,0,0,3767
17089851301,0,1,3960
17089851302,12,7,3486
17089851400,0,0,7134
17089851500,0,0,1254
17089851600,0,0,6771
17089851801,10,7,7526
17089851904,12,11,7423
17089851905,0,0,11676
17089851907,1,4,7345
17089851908,1,2,5140
17089851909,12,2,4153
17089851910,29,6,3922
17089852001,2,0,4278
17089852002,3,1,6956
17089852003,19,6,7926
17089852101,5,7,7021
17089852102,2,2,8917
17089852201,4,3,4722
17089852202,11,7,9033
17089852300,3,10,2002
17089852401,3,3,8405
17089852402,2,3,8470
17089852403,0,0,5358
17089852500,0,2,6614
17089852601,0,19,7386
17089852606,14,0,4792
17089852700,6,7,7204
17089852803,1,1,5005
17089852805,0,0,5756
17089852806,2,0,6777
17089852807,0,1,3022
17089852808,1,1,7457
17089852903,1,0,5525
17089852904,0,1,2483
17089852905,23,12,4483
17089852906,0,2,5324
17089852907,0,1,6411
17089853001,0,1,3401
17089853004,4,8,2990
17089853005,2,6,5370
17089853006,0,0,3226
17089853007,0,0,5440
17089853008,3,0,4400
17089853100,0,0,3008
17089853200,7,3,6179
17089853300,3,0,5189
17089853400,0,0,9809
17089853500,0,0,7049
17089853600,1,0,8837
17089853900,0,1,5854
17089854001,28,14,4210
17089854002,0,0,5932
17089854100,2,3,4989
17089854200,1,0,6094
17089854301,0,0,7714
17089854302,0,0,5580
17089854400,2,5,14168
17089854501,0,4,15186
17089854503,1,4,11829
17089854504,0,1,7693
17089854600,2,2,3748
17089854700,0,6,2484
17089854800,16,6,7760
17089854900,7,3,5608
17091010100,0,0,2589
17091010201,3,1,1903
17091010202,2,3,10101
17091010300,0,0,3854
17091010400,0,0,4982
17091010500,0,4,7142
17091010601,1,1,5406
17091010602,9,2,5822
17091010701,0,3,4546
17091010702,1,0,7290
17091010800,1,0,3822
17091010900,0,2,4539
17091011000,0,0,2146
17091011100,0,0,2063
17091011200,0,0,1901
17091011300,0,0,2215
17091011400,0,0,1877
17091011500,0,0,2423
17091011600,0,0,1929
17091011700,6,2,3417
17091011800,0,0,2627
17091011900,2,0,1535
17091012000,9,7,5331
17091012100,10,3,3461
17091012200,0,1,3362
17091012300,5,1,5208
17091012400,0,0,4966
17091012500,5,0,2190
17091012600,3,1,4802
17093890101,3,5,18051
17093890102,13,11,13081
17093890201,0,0,4389
17093890202,0,2,2892
17093890301,0,0,6271
17093890302,2,0,6075
17093890400,9,8,26230
17093890500,3,3,13076
17093890600,5,1,9414
17093890700,1,1,15257
17095000100,0,0,3138
17095000200,0,0,2926
17095000300,16,0,4416
17095000400,2,5,4698
17095000500,0,2,5692
17095000600,15,5,3751
17095000700,1,0,2163
17095000800,1,1,2784
17095000900,0,0,2379
17095001000,0,0,4066
17095001100,0,0,2424
17095001200,0,0,1624
17095001300,1,1,3748
17095001400,0,0,1779
17095001500,0,0,3993
17095001600,0,0,3338
17097860101,2,0,8492
17097860103,0,0,3517
17097860104,0,1,3419
17097860200,7,3,3467
17097860301,0,0,3647
17097860302,0,0,3016
17097860400,3,2,6137
17097860500,1,0,4678
17097860600,0,0,6977
17097860805,0,0,1693
17097860806,4,6,5296
17097860807,0,0,3474
17097860808,0,1,2719
17097860809,1,1,3026
17097860810,0,1,7231
17097860811,0,1,4169
17097860903,3,2,6191
17097860904,0,0,5661
17097860905,5,1,5734
17097860906,1,1,8937
17097861007,0,2,4370
17097861008,5,5,5181
17097861009,4,0,5154
17097861010,0,0,5695
17097861011,2,0,8087
17097861012,4,1,5076
17097861013,3,4,3106
17097861014,0,0,3749
17097861105,0,1,4068
17097861106,12,9,8288
17097861107,0,1,4236
17097861108,0,6,6075
17097861201,3,4,7131
17097861202,2,5,4069
17097861301,0,0,5181
17097861303,0,1,4972
17097861304,0,0,3482
17097861402,9,1,8679
17097861403,0,0,2746
17097861404,0,1,6076
17097861504,28,6,8154
17097861505,0,1,3806
17097861506,0,2,5381
17097861507,0,0,3115
17097861508,6,3,3604
17097861509,4,11,3340
17097861510,13,12,4901
17097861603,0,7,5899
17097861604,10,1,5745
17097861607,1,1,4442
17097861608,1,0,3454
17097861609,4,3,4844
17097861610,0,1,3513
17097861611,4,2,4655
17097861701,0,0,1754
17097861702,2,0,4148
17097861803,1,4,6903
17097861804,0,0,3680
17097861901,1,0,3788
17097861902,0,3,6428
17097862000,3,5,5844
17097862100,1,6,5159
17097862200,0,1,4103
17097862300,0,0,3033
17097862401,0,0,3766
17097862402,0,0,3341
17097862501,0,1,3992
17097862502,3,0,2532
17097862603,4,7,6809
17097862604,15,5,4938
17097862605,2,0,4367
17097862700,0,0,4323
17097862800,3,2,1922
17097862901,0,0,3766
17097862902,0,0,2741
17097863003,13,1,7829
17097863004,24,3,4578
17097863005,4,3,4407
17097863006,0,0,0
17097863100,0,0,2476
17097863201,7,6,3443
17097863202,9,3,5093
17097863300,0,2,2736
17097863400,0,3,4257
17097863500,24,6,4243
17097863601,0,1,3555
17097863603,10,10,3656
17097863604,6,9,2916
17097863701,4,3,4500
17097863702,0,2,3742
17097863801,21,9,4690
17097863902,15,7,5533
17097863903,18,9,4388
17097863904,0,1,6011
17097864001,0,6,6360
17097864002,2,9,6283
17097864101,0,0,11442
17097864105,6,0,6008
17097864106,2,0,4087
17097864107,2,3,4901
17097864108,0,2,5740
17097864203,0,0,4336
17097864204,3,2,4795
17097864205,3,6,9075
17097864206,1,1,3524
17097864303,0,0,4522
17097864305,2,1,3851
17097864306,3,3,2269
17097864307,35,8,1861
17097864308,5,5,4323
17097864402,7,6,7277
17097864403,16,1,5206
17097864407,0,3,5669
17097864408,3,3,5743
17097864409,10,7,4631
17097864410,0,1,5219
17097864411,3,3,4912
17097864412,0,4,4156
17097864505,29,6,6493
17097864510,0,3,4160
17097864511,0,0,6564
17097864512,3,7,4576
17097864513,15,19,5188
17097864514,0,0,2474
17097864515,0,1,2874
17097864516,2,7,4581
17097864517,0,2,2932
17097864518,5,7,5514
17097864519,16,10,4869
17097864520,3,6,5268
17097864521,2,2,2511
17097864522,1,1,4705
17097864601,2,9,3733
17097864602,0,0,3955
17097864700,0,1,2976
17097864801,5,2,5536
17097864802,4,1,2661
17097864901,0,1,4294
17097864903,0,1,4829
17097864904,13,10,2404
17097865000,0,0,1363
17097865200,2,1,5715
17097865300,0,0,3297
17097865400,40,10,4232
17097865501,2,2,2367
17097865502,5,12,2420
17097865600,1,0,3525
17097865700,0,1,5781
17097865801,0,0,3084
17097865802,0,3,3034
17097866000,0,0,6785
17097866100,0,0,3556
17097866200,6,8,5871
17097990000,0,0,0
17099961701,0,0,6355
17099961702,0,0,3200
17099961800,0,1,4006
17099961900,7,3,4355
17099962000,0,0,3795
17099962100,1,0,5107
17099962200,1,0,5107
17099962300,17,4,6937
17099962400,0,0,3983
17099962500,0,1,2415
17099962600,4,1,5644
17099962700,1,1,2245
17099962800,1,0,3482
17099962900,0,1,3050
17099963000,3,3,5175
17099963100,1,2,3222
17099963200,5,1,3177
17099963300,2,7,2384
17099963400,3,2,3999
17099963500,0,3,4785
17099963600,1,2,3401
17099963700,2,0,5694
17099963800,0,0,4476
17099963900,4,6,5286
17099964000,0,0,2475
17099964100,0,0,4102
17099964200,3,0,2705
17099964300,0,0,3362
17101880700,1,0,3119
17101880800,0,0,5769
17101880900,0,0,2834
17101881000,6,1,2013
17101881100,1,1,3098
17103000100,1,0,2967
17103000200,0,0,3483
17103000300,13,3,4155
17103000400,4,3,7589
17103000500,3,6,4992
17103000600,3,1,3519
17103000700,0,0,2002
17103000800,2,2,3767
17103000900,0,0,3557
17105960100,6,2,4245
17105960200,0,0,4690
17105960300,0,0,3163
17105960400,1,0,3430
17105960500,2,5,2927
17105960600,2,0,4518
17105960700,10,1,5300
17105960800,2,3,5731
17105960900,3,0,2499
17105961000,0,0,2447
17107952900,0,1,3759
17107953000,0,0,2593
17107953100,0,3,3762
17107953200,0,0,3992
17107953300,3,3,3520
17107953400,6,0,3776
17107953500,0,0,5575
17107953600,0,2,3328
17109010100,1,1,3782
17109010200,0,0,1960
17109010300,0,1,1992
17109010400,1,5,7319
17109010500,3,0,2734
17109010600,0,1,2343
17109010700,14,2,4310
17109010900,0,1,2613
17109011000,2,1,2487
17109011100,0,0,3072
17111870101,2,4,7277
17111870102,1,2,6765
17111870200,16,2,6277
17111870301,0,1,4657
17111870302,0,3,4477
17111870401,0,0,7974
17111870402,0,0,6016
17111870500,0,2,9274
17111870603,1,2,4630
17111870604,0,7,6011
17111870605,7,7,6419
17111870606,8,2,4153
17111870702,0,2,7686
17111870703,1,2,5615
17111870704,0,0,3865
17111870803,20,9,8140
17111870807,2,8,5413
17111870808,9,4,3763
17111870809,0,0,6901
17111870810,0,1,4535
17111870811,0,1,4620
17111870812,0,0,4873
17111870902,22,5,7631
17111870903,0,1,3579
17111870904,5,1,4805
17111870905,0,8,4919
17111871003,3,1,4649
17111871004,2,2,6030
17111871104,0,0,17533
17111871105,0,0,5250
17111871106,0,1,9114
17111871107,0,0,5276
17111871108,0,0,5731
17111871109,8,1,5165
17111871201,0,1,6734
17111871202,5,4,5838
17111871205,0,5,4660
17111871206,18,3,6695
17111871207,1,4,4598
17111871208,0,0,3947
17111871209,2,5,3474
17111871301,22,12,4653
17111871304,0,2,3215
17111871305,0,0,6705
17111871306,4,6,8421
17111871307,0,3,4855
17111871310,1,1,4381
17111871311,1,2,4496
17111871402,7,4,6246
17111871404,4,5,4536
17111871500,3,7,11348
17111871600,0,3,4935
17113000102,4,0,6831
17113000104,0,0,10908
17113000105,0,0,3820
17113000200,4,0,7036
17113000301,0,0,4189
17113000302,6,1,5828
17113000400,21,0,2876
17113000501,0,2,2690
17113000502,3,0,2517
17113000504,21,6,4950
17113000505,10,0,5508
17113001103,1,18,3200
17113001104,5,5,8314
17113001105,1,0,5130
17113001106,0,1,3294
17113001200,0,1,2518
17113001301,0,0,2012
17113001302,0,0,2292
17113001303,0,2,1711
17113001402,0,0,3387
17113001403,0,0,3877
17113001404,0,0,4300
17113001500,0,0,2425
17113001600,1,2,2575
17113001700,0,0,2292
17113001800,38,16,3228
17113002101,0,0,4771
17113002102,0,0,1771
17113005101,0,1,8523
17113005102,0,3,6749
17113005201,0,0,1235
17113005202,0,0,3161
17113005400,1,0,9006
17113005501,1,2,2474
17113005502,0,0,2420
17113005601,0,0,1889
17113005602,0,0,2212
17113005700,4,1,5144
17113005800,0,2,4290
17113005900,0,0,4374
17113006000,0,0,3845
17115000200,0,0,2737
17115000300,0,1,3703
17115000400,1,0,1292
17115000500,1,5,3938
17115000600,0,0,2035
17115000900,0,1,1955
17115001000,0,0,1276
