geoid,pop
17097865502,2420
17097865600,3525
17097865700,5781
17097865801,3084
17097865802,3034
17097866100,3556
17097866200,5871
17111870605,6419
17111870606,4153
17111870702,7686
17111870803,8140
17111870807,5413
17111870808,3763
17111870809,6901
17111870810,4535
17111870811,4620
17111870812,4873
17111871104,17533
17111871105,5250
17111871106,9114
17111871107,5276
17111871108,5731
17111871109,5165
17111871201,6734
17111871202,5838
17111871205,4660
17111871206,6695
17111871207,4598
17111871208,3947
17111871209,3474
17111871301,4653
17111871304,3215
17111871305,6705
17111871306,8421
17111871307,4855
17111871310,4381
17111871311,4496
17111871402,6246
17111871404,4536
17111871600,4935
17197880105,7907
17197880106,4508
17197880107,5070
17197880109,5469
17197880111,3742
17197880112,2129
17197880113,3811
17197880114,3107
17197880115,3176
17197880116,2912
17197880117,3365
17197880118,4734
17197880119,4333
17197880120,9798
17197880121,9463
17197880202,4356
17197880203,3939
17197880204,5974
17197880303,4081
17197880304,5387
17197880305,5585
17197880306,7894
17197880307,6075
17197880308,8019
17197880309,5340
17197880310,11485
17197880312,9102
17197880313,11610
17197880314,6894
17197880404,11036
17197880408,5103
17197880410,8609
17197880411,3435
17197880412,4302
17197880414,4348
17197880415,7311
17197880416,3122
17197880417,2590
17197880418,5374
17197880419,8983
17197880420,10373
17197880421,5732
17197880502,5075
17197880503,4368
17197880505,7900
17197880507,7057
17197880601,3104
17197880602,3542
17197880701,4344
17197880702,2795
17197880901,6240
17197880903,2682
17197880905,2697
17197881001,5052
17197881002,5231
17197881005,3606
17197881006,2425
17197881007,5478
17197881009,7101
17197881010,3750
17197881011,3389
17197881012,3027
17197881105,6153
17197881107,3143
17197881108,6657
17197881109,4361
17197881111,3173
17197881112,5113
17197881113,3719
17197881115,4027
17197881116,3924
17197881200,4837
17197881301,3404
17197881302,1818
17197881401,3259
17197881402,3104
17197881500,3284
17197881601,1800
17197881603,3301
17197881604,2586
17197881700,3421
17197881800,4049
17197881900,3896
17197882000,3472
17197882100,2929
17197882200,4624
17197882300,4259
17197882400,3541
17197882500,2370
17197882601,3087
17197882602,2931
17197882701,2380
17197882702,3075
17197882801,2633
17197882802,3033
17197882900,2361
17197883000,3697
17197883100,4247
17197883206,4396
17197883208,3106
17197883209,3090
17197883210,2654
17197883211,6193
17197883212,5393
17197883213,5519
17197883214,2405
17197883215,10210
17197883216,3025
17197883305,2982
17197883307,4100
17197883504,5185
17197883505,7889
17197883507,4010
17197883509,4519
17197883510,4699
17197883511,4947
17197883513,5349
17197883514,7252
17197883515,3996
17197883516,6858
17197883517,3343
17197883519,5178
17197883521,3737
17197883522,3321
17197883602,5619
17197883603,2973
17197883605,3082
17197883606,3995
17197883700,3144
17197883803,2577
17197883804,2853
17197883806,3412
17197883808,1931
17197883809,2978
17197883810,3740
17197883811,3139
17197883902,6263
17197883903,1821
17197883904,4431
17197884101,4166
17197884103,2776
17197980100,3264
